ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,year_estreno
0,the krays,5.6,34,abril,viernes,1990
24078196,lionheart,5.9,179,junio,jueves,1990
0,narrow margin,5.6,30,septiembre,viernes,1990
0,close-up,8.0,53,mayo,miercoles,1990
0,nuns on the run,5.5,41,marzo,viernes,1990
0,patlabor: the movie,6.6,27,enero,domingo,1989
0,the reflecting skin,6.7,41,agosto,martes,1990
295444,riff-raff,6.4,22,junio,viernes,1991
0,state of grace,6.5,73,septiembre,viernes,1990
0,auntie danielle,6.5,38,abril,miercoles,1990
0,"welcome home, roxy carmichael",6.2,27,enero,viernes,1990
141864,days of being wild,7.3,85,diciembre,sabado,1990
0,across the tracks,5.5,17,febrero,jueves,1991
0,begotten,5.0,64,abril,lunes,1990
0,cadence,6.4,21,noviembre,viernes,1990
259012,closet land,6.6,11,marzo,miercoles,1991
0,dollman,5.5,16,noviembre,miercoles,1991
4603929,dutch,6.4,66,julio,viernes,1991
0,guilty by suspicion,5.9,29,marzo,viernes,1991
0,hearts of darkness: a filmmaker's apocalypse,8.0,61,septiembre,viernes,1991
0,high strung,5.4,10,enero,martes,1991
0,homicide,5.9,32,mayo,martes,1991
0,johnny stecchino,7.4,190,enero,miercoles,1991
0,riki-oh: the story of ricky,6.8,67,enero,sabado,1991
0,light sleeper,5.7,15,agosto,viernes,1992
3752426,mannequin two: on the move,4.6,28,enero,lunes,1991
0,only yesterday,7.0,152,julio,sabado,1991
0,once around,5.8,15,enero,viernes,1991
0,other people's money,6.1,34,enero,viernes,1991
39673160,out for justice,5.9,113,abril,viernes,1991
1750301,prospero's books,6.5,27,septiembre,jueves,1991
0,quigley down under,6.5,120,enero,miercoles,1990
0,rubin and ed,7.0,6,enero,martes,1991
3547684,shout,5.0,6,enero,viernes,1991
0,stone cold,5.6,35,mayo,viernes,1991
0,all the mornings of the world,6.3,29,enero,martes,1991
0,assassin of the tsar,6.3,6,enero,martes,1991
0,wild hearts can't be broken,7.4,25,mayo,viernes,1991
0,prime suspect 2,7.2,14,diciembre,sabado,1992
0,aileen wuornos: the selling of a serial killer,7.1,17,noviembre,domingo,1992
0,barbarian queen ii: the empress strikes back,3.2,3,enero,miercoles,1992
0,captain america,4.5,87,diciembre,viernes,1990
0,city hunter,6.3,68,enero,sabado,1993
0,the oak,5.9,6,septiembre,miercoles,1992
0,crossing the bridge,6.5,7,septiembre,viernes,1992
4836637,diggstown,6.5,31,agosto,viernes,1992
0,innocent blood,6.2,57,septiembre,viernes,1992
0,johnny suede,4.8,14,agosto,domingo,1991
0,porco rosso,7.6,563,julio,sabado,1992
0,the stolen children,7.1,17,enero,miercoles,1992
0,ladybugs,5.3,35,marzo,viernes,1992
6742168,the mambo kings,5.9,32,febrero,viernes,1992
0,night and the city,5.2,16,enero,domingo,1992
0,the story of qiu ju,7.2,27,enero,viernes,1992
21621000,shining through,6.2,34,enero,viernes,1992
0,sidekicks,4.9,41,diciembre,jueves,1992
1666511,a heart in winter,7.5,32,septiembre,miercoles,1992
0,new dragon gate inn,7.4,23,enero,miercoles,1992
0,life and nothing more...,6.9,17,septiembre,martes,1992
0,house of angels,5.3,15,febrero,viernes,1992
0,return to lonesome dove,6.4,10,noviembre,domingo,1993
0,american ninja 5,4.1,24,enero,viernes,1993
0,the baby of macon,7.3,21,mayo,sabado,1993
0,bad boy bubby,7.1,72,septiembre,miercoles,1993
0,the bride with white hair,6.2,25,agosto,jueves,1993
0,barbarians at the gate,6.8,12,marzo,sabado,1993
0,calendar,6.9,5,junio,jueves,1993
0,cyborg 2,3.9,34,noviembre,miercoles,1993
2967668,the legend ii,6.4,25,julio,viernes,1993
6739141,fortress,5.7,171,septiembre,miercoles,1992
1528163,josh and s.a.m.,5.0,4,noviembre,miercoles,1993
0,latcho drom,6.3,10,junio,domingo,1993
0,leningrad cowboys meet moses,6.1,7,febrero,jueves,1994
0,mr. nanny,4.8,44,enero,viernes,1993
1884814,the night we never met,5.6,7,abril,viernes,1993
2970,philadelphia experiment ii,5.0,15,noviembre,viernes,1993
0,the positively true adventures of the alleged texas cheerleader murdering mom,6.7,6,abril,sabado,1993
0,the snapper,6.3,21,agosto,viernes,1993
0,sonatine,7.3,91,abril,sabado,1993
3200000,splitting heirs,4.6,22,abril,viernes,1993
0,tai-chi master,7.0,61,noviembre,jueves,1993
0,three of hearts,3.9,8,abril,viernes,1993
0,the stand,6.7,155,enero,sabado,1994
0,naked killer,5.7,11,diciembre,jueves,1992
0,darkman ii: the return of durant,4.5,44,julio,martes,1995
0,embrace of the vampire,5.0,34,mayo,martes,1995
0,felidae,6.3,31,noviembre,jueves,1994
0,freaked,6.0,28,septiembre,sabado,1993
1907743,fist of legend,7.4,118,diciembre,jueves,1994
0,macross plus: movie edition,7.2,26,enero,viernes,1995
30626182,major league ii,5.2,83,marzo,miercoles,1994
0,pumpkinhead ii: blood wings,4.6,34,marzo,miercoles,1994
0,a pure formality,7.7,59,mayo,domingo,1994
0,staggered,5.5,5,julio,viernes,1994
0,the defender,6.5,32,julio,jueves,1994
0,the langoliers,6.0,158,mayo,domingo,1995
0,blood & donuts,5.0,14,septiembre,sabado,1995
0,gonin,7.2,6,septiembre,sabado,1995
0,last of the dogmen,7.2,34,septiembre,viernes,1995
0,whisper of the heart,7.7,349,julio,sabado,1995
0,the passion of darkly noon,6.1,16,enero,lunes,1995
0,street fighter ii: the animated movie,6.7,34,agosto,sabado,1994
0,trinity and beyond: the atomic bomb movie,6.9,14,septiembre,viernes,1995
0,tromeo & juliet,6.0,39,mayo,lunes,1996
0,cannibal! the musical,6.8,43,enero,viernes,1993
0,a summer's tale,7.0,23,junio,miercoles,1996
0,fetishes,5.1,10,septiembre,jueves,1996
0,the god of cookery,7.0,34,diciembre,sabado,1996
0,drifting clouds,7.1,33,enero,viernes,1996
0,the late shift,5.8,17,febrero,sabado,1996
0,"pretty village, pretty flame",8.0,28,mayo,sabado,1996
0,my man,6.6,4,enero,miercoles,1996
0,no way back,5.0,12,mayo,viernes,1995
0,no way home,7.6,5,septiembre,domingo,1996
0,pusher,6.8,162,agosto,viernes,1996
0,sgt. kabukiman n.y.p.d.,6.1,16,enero,martes,1991
0,the boxer,6.7,44,diciembre,miercoles,1997
0,the brave,5.7,49,julio,miercoles,1997
0,cremaster 5,6.2,9,enero,miercoles,1997
0,executive target,6.0,3,julio,viernes,1997
0,face,6.0,13,septiembre,viernes,1997
0,snow white: a tale of terror,6.0,62,julio,viernes,1997
0,gummo,6.5,133,enero,viernes,1997
0,hamilton,6.0,16,enero,viernes,1998
0,chicago cab,5.7,3,enero,miercoles,1997
0,mean guns,5.8,27,noviembre,viernes,1997
0,nirvana,6.6,57,enero,viernes,1997
0,dance with the devil,6.2,39,enero,viernes,1997
0,photographing fairies,5.2,6,septiembre,viernes,1997
0,postman blues,6.6,8,agosto,sabado,1997
0,quicksilver highway,4.5,14,mayo,martes,1997
0,the swindle,6.4,5,enero,miercoles,1997
0,safe house,5.9,7,julio,miercoles,1998
0,the lion king 2: simba's pride,6.7,1034,enero,sabado,1998
0,from the earth to the moon,8.4,26,abril,domingo,1998
1531251,beowulf,4.4,52,abril,jueves,1999
0,from dusk till dawn 3: the hangman's daughter,4.6,79,enero,sabado,1999
0,the interview,6.8,32,marzo,martes,1998
0,rko 281,6.3,14,noviembre,sabado,1999
0,from dusk till dawn 2: texas blood money,4.4,114,marzo,martes,1999
0,"torrente, the dumb arm of the law",6.2,52,marzo,viernes,1998
0,dead man's curve,5.1,20,enero,sabado,1998
0,fudoh: the new generation,6.9,10,enero,sabado,1996
0,gia,6.7,156,enero,sabado,1998
0,thursday,7.0,84,septiembre,viernes,1998
0,sophie's world,5.5,11,agosto,viernes,1999
0,wavelength,6.1,15,enero,domingo,1967
0,who am i?,6.6,178,enero,sabado,1998
0,the kingdom ii,6.7,10,noviembre,sabado,1997
0,merlin,6.0,47,abril,domingo,1998
0,rogue trader,6.0,38,enero,viernes,1999
0,breast men,5.0,21,diciembre,sabado,1997
0,a murder of crows,6.0,40,julio,martes,1999
0,"bang, boom, bang",7.5,52,agosto,jueves,1999
0,batman & mr. freeze: subzero,6.9,79,marzo,martes,1998
0,the pentagon wars,6.8,12,febrero,sabado,1998
0,two hands,6.4,48,julio,jueves,1999
0,brave new world,6.5,13,abril,domingo,1998
0,addams family reunion,3.9,46,septiembre,martes,1998
0,thick as thieves,5.3,12,abril,viernes,1999
0,claire dolan,6.0,3,noviembre,miercoles,1998
0,jigoku,5.8,20,julio,sabado,1960
0,flowers of shanghai,7.5,16,enero,jueves,1998
0,the hole,7.2,16,septiembre,lunes,1998
0,of freaks and men,5.9,14,mayo,miercoles,1998
0,purgatory,4.4,8,enero,domingo,1999
0,juha,6.8,9,febrero,jueves,1999
0,lady snowblood,7.8,79,diciembre,sabado,1973
0,the tough ones,6.8,17,enero,jueves,1999
0,takedown,6.3,56,marzo,miercoles,2000
0,bleeder,7.1,34,agosto,viernes,1999
13000000,dil se..,6.7,29,agosto,sabado,1998
0,vidocq,5.8,133,septiembre,miercoles,2001
0,candyman: day of the dead,3.6,37,julio,viernes,1999
0,the 4th floor,5.7,24,julio,sabado,1999
0,the batman superman movie: world's finest,7.1,53,agosto,martes,1998
20000000,the end of evangelion,8.1,124,julio,sabado,1997
0,he died with a felafel in his hand,6.9,17,agosto,jueves,2001
15306000,kuch kuch hota hai,7.5,93,enero,viernes,1998
0,document of the dead,7.8,6,junio,viernes,1985
0,venus beauty institute,5.4,19,febrero,miercoles,1999
0,cherry falls,4.7,64,agosto,viernes,2000
0,freeway ii: confessions of a trickbaby,6.0,13,septiembre,viernes,1999
0,joseph and the amazing technicolor dreamcoat,6.1,13,noviembre,domingo,1999
0,style wars,8.1,14,enero,sabado,1983
0,in july,7.5,54,agosto,miercoles,2000
0,kirikou and the sorceress,7.2,229,diciembre,miercoles,1998
0,after the rain,7.3,19,enero,lunes,1999
0,the prophecy 3: the ascent,5.5,38,marzo,martes,2000
60726164,taxi 2,6.1,430,marzo,viernes,2000
0,peculiarities of the national fishing,6.8,17,enero,jueves,1998
0,cut,4.5,13,febrero,miercoles,2000
0,essex boys,5.7,30,julio,viernes,2000
0,picking up the pieces,4.1,21,mayo,viernes,2000
0,meeting people is easy,7.2,10,enero,jueves,1998
0,cruel intentions 2,4.4,99,noviembre,jueves,2000
0,humanite,6.7,19,mayo,lunes,1999
0,beautiful joe,5.5,6,junio,viernes,2000
0,the shrink is in,5.8,5,agosto,miercoles,2001
0,guest house paradiso,6.3,41,diciembre,viernes,1999
0,if these walls could talk 2,6.3,26,marzo,domingo,2000
100202,the trumpet of the swan,5.1,13,mayo,viernes,2001
0,the 10th kingdom,7.5,51,febrero,viernes,2000
0,an extremely goofy movie,6.0,123,febrero,martes,2000
0,the wind will carry us,6.9,26,septiembre,lunes,1999
0,water drops on burning rocks,6.8,22,marzo,miercoles,2000
0,the tracker,6.6,15,agosto,jueves,2002
0,bruiser,5.4,37,febrero,domingo,2000
0,taboo,2.9,9,enero,lunes,2002
0,cremaster 2,5.8,9,enero,viernes,1999
0,running out of time,7.5,31,septiembre,jueves,1999
0,the wog boy,6.2,5,febrero,jueves,2000
0,century of the dragon,8.0,2,enero,viernes,1999
0,chasing sleep,6.4,16,septiembre,viernes,2000
0,the stepdaughter,4.7,3,enero,martes,2000
0,possible worlds,5.8,10,enero,sabado,2000
0,the nameless,4.9,34,enero,viernes,1999
0,female prisoner #701: scorpion,7.3,24,agosto,martes,1972
0,female prisoner scorpion: jailhouse 41,7.5,17,diciembre,sabado,1972
0,bartleby,5.3,8,marzo,sabado,2001
0,restless,5.2,16,enero,viernes,2000
0,shiner,5.1,10,septiembre,viernes,2000
0,batman beyond: return of the joker,7.5,152,diciembre,martes,2000
0,suzhou river,6.3,15,enero,sabado,2000
0,audition,6.8,372,enero,miercoles,1999
0,the nine lives of tomas katz,7.7,7,marzo,miercoles,2000
0,for love or country: the arturo sandoval story,6.3,3,noviembre,sabado,2000
0,paragraph 175,4.2,6,enero,sabado,2000
0,devdas,7.4,78,julio,viernes,2002
0,mimic 2,4.8,54,julio,martes,2001
0,monday,7.5,22,enero,sabado,2000
0,paradise lost 2: revelations,7.2,26,julio,viernes,2000
0,dark prince: the true story of dracula,6.2,16,enero,martes,2000
0,the sleeping dictionary,6.3,38,enero,viernes,2003
0,when strangers appear,5.5,12,febrero,jueves,2001
0,revolutionary girl utena: the movie,7.3,12,agosto,sabado,1999
0,speaking of sex,5.9,6,enero,jueves,2001
0,good advice,5.7,24,noviembre,jueves,2001
0,needing you...,5.7,10,junio,jueves,2000
0,the mists of avalon,6.4,44,julio,domingo,2001
0,spiral,6.0,49,febrero,viernes,2000
0,old men in new cars: in china they eat dogs ii,6.9,37,julio,viernes,2002
0,purely belter,7.0,7,noviembre,viernes,2000
0,the quickie,4.3,4,junio,lunes,2001
0,kabhi khushi kabhie gham,7.6,103,diciembre,viernes,2001
25461,werckmeister harmonies,7.4,61,julio,miercoles,2000
111127550,asterix & obelix: mission cleopatra,7.2,782,enero,martes,2002
0,is it fall yet?,7.5,23,agosto,domingo,2000
0,late night shopping,6.3,11,junio,viernes,2001
0,uprising,6.3,18,enero,lunes,2001
13102295,long time dead,4.5,30,enero,viernes,2002
0,the laramie project,6.0,13,enero,jueves,2002
0,run ronnie run,5.7,24,septiembre,lunes,2002
0,gojoe: spirit war chronicle,6.7,9,septiembre,lunes,2000
0,joint security area,7.7,115,septiembre,sabado,2000
0,dagon,6.4,79,enero,viernes,2001
0,ripley's game,6.6,70,septiembre,lunes,2002
0,conspiracy,6.9,77,mayo,sabado,2001
0,the best man's wedding,5.9,32,diciembre,viernes,2000
0,teknolust,4.8,4,enero,martes,2002
0,a dog's will,8.2,120,septiembre,domingo,2000
3849941,the accidental spy,5.9,120,enero,jueves,2001
0,the adversary,7.2,24,agosto,miercoles,2002
0,the beautiful country,6.3,10,marzo,sabado,2004
0,darkness,5.6,114,enero,miercoles,2002
0,mockingbird don't sing,6.1,7,mayo,viernes,2001
0,blood: the last vampire,6.6,76,noviembre,sabado,2000
0,vacuuming completely nude in paradise,5.0,8,agosto,jueves,2001
0,avenging angelo,5.0,46,agosto,viernes,2002
0,blueberry,5.0,51,febrero,lunes,2004
0,electric dragon 80.000 v,6.1,15,enero,miercoles,2001
0,"godzilla, mothra and king ghidorah: giant monsters all-out attack",6.2,23,diciembre,sabado,2001
0,shackleton's antarctic adventure,5.9,4,febrero,lunes,2001
0,the barber,4.7,9,agosto,miercoles,2001
0,dirty deeds,6.3,9,julio,jueves,2002
0,miranda,6.4,5,enero,viernes,2002
0,my little eye,5.8,58,enero,viernes,2002
0,stranded,5.8,14,septiembre,domingo,2001
0,millennium mambo,7.2,32,enero,miercoles,2001
0,martin & orloff,6.0,4,mayo,miercoles,2002
0,american psycho 2: all american girl,4.6,81,abril,lunes,2002
0,double vision,6.2,20,enero,jueves,2002
0,samourais,2.6,6,junio,miercoles,2002
0,ali g indahouse,6.0,332,marzo,jueves,2002
0,black plague,5.8,4,diciembre,domingo,2002
0,dead or alive 2: birds,6.8,23,diciembre,sabado,2000
0,cube2: hypercube,5.4,383,abril,lunes,2002
17350,"milwaukee, minnesota",4.3,2,enero,martes,2003
0,pistol opera,6.4,6,enero,sabado,2001
0,stark raving mad,6.2,21,mayo,jueves,2002
0,pulse,6.1,89,febrero,sabado,2001
0,killing emmett young,6.3,7,enero,martes,2002
0,the lost battalion,6.0,18,diciembre,domingo,2001
0,hukkle,6.6,16,enero,jueves,2002
0,carolina,5.5,21,julio,viernes,2003
0,dog days,6.7,20,septiembre,lunes,2001
0,balzac and the little chinese seamstress,6.9,20,enero,miercoles,2002
4099000,dil chahta hai,7.1,71,julio,martes,2001
0,my sassy girl,7.3,158,julio,viernes,2001
0,the gathering,5.1,39,febrero,domingo,2003
0,deadline,5.4,8,enero,miercoles,2001
0,my wife is a gangster,6.1,15,septiembre,viernes,2001
0,nothing,5.8,38,septiembre,martes,2003
0,undertaking betty,6.2,30,enero,viernes,2002
0,waterboys,6.0,16,septiembre,sabado,2001
0,absolon,4.3,24,enero,miercoles,2003
0,dead or alive: final,5.3,18,enero,sabado,2002
0,fubar,5.9,16,mayo,viernes,2002
0,the happiness of the katakuris,7.3,47,enero,miercoles,2001
0,sex is comedy,6.1,10,junio,miercoles,2002
0,the rage in placid lake,6.7,11,mayo,sabado,2003
0,stratosphere girl,5.3,6,enero,jueves,2004
0,my mother likes women,6.1,7,enero,viernes,2002
1954937,sympathy for mr. vengeance,7.3,302,marzo,viernes,2002
0,jesus christ vampire hunter,3.9,15,junio,domingo,2001
0,chinese odyssey 2002,7.3,10,febrero,miercoles,2002
0,the foreigner,3.7,41,junio,domingo,2003
0,the man of the year,5.8,15,enero,miercoles,2003
0,suicide club,6.4,107,enero,lunes,2001
0,the third wave,6.2,12,enero,miercoles,2003
0,immortal,5.8,131,marzo,sabado,2004
0,tiptoes,4.7,21,septiembre,lunes,2003
5989640,a sound of thunder,4.8,111,mayo,domingo,2005
0,the lion king 1 1/2,6.3,694,febrero,viernes,2004
0,fear and trembling,6.4,21,enero,miercoles,2003
0,live from baghdad,6.7,16,diciembre,sabado,2002
0,oasis,7.8,44,agosto,viernes,2002
0,cremaster 3,6.8,10,mayo,miercoles,2002
0,herr lehmann,6.9,31,enero,miercoles,2003
0,twin sisters,6.8,25,diciembre,miercoles,2002
0,my house in umbria,5.6,11,mayo,domingo,2003
0,upswing,6.7,12,febrero,viernes,2003
0,out for a kill,4.2,38,agosto,jueves,2003
0,"remember me, my love",5.8,47,febrero,martes,2003
0,soldier's girl,6.9,27,mayo,sabado,2003
0,tipping the velvet,7.3,12,enero,martes,2002
0,bright young things,6.1,22,mayo,viernes,2003
0,alien hunter,4.7,39,julio,sabado,2003
0,love object,5.8,31,abril,sabado,2003
0,the animatrix,6.9,433,mayo,viernes,2003
0,the brown bunny,5.5,63,agosto,viernes,2004
0,ju-on: the curse,7.0,57,febrero,viernes,2000
0,ju-on: the curse 2,5.9,36,marzo,sabado,2000
0,springtime in a small town,6.2,6,septiembre,miercoles,2002
0,tremors 4: the legend begins,5.4,108,enero,viernes,2004
0,crimson rivers ii: angels of the apocalypse,6.0,166,febrero,miercoles,2004
0,and starring pancho villa as himself,5.2,6,septiembre,domingo,2003
0,nicotina,6.2,16,septiembre,lunes,2003
0,iron jawed angels,6.7,21,enero,viernes,2004
0,evil,6.9,96,mayo,viernes,2003
0,sniper 2,5.4,30,diciembre,sabado,2002
0,high roller: the stu ungar story,10.0,1,mayo,jueves,2003
0,battle royale ii: requiem,4.9,115,julio,sabado,2003
0,in hell,5.6,79,noviembre,lunes,2003
209073650,lemony snicket's a series of unfortunate events,6.7,1521,diciembre,jueves,2004
0,naked weapon,5.8,50,noviembre,viernes,2002
0,bukowski - born into this,7.9,15,enero,sabado,2003
0,the green butchers,7.4,64,marzo,sabado,2003
0,addiction - when nothing is enough,4.1,8,enero,viernes,2004
0,a very long engagement,7.1,352,enero,martes,2004
0,last life in the universe,7.3,44,agosto,domingo,2003
0,the galindez file,5.5,2,septiembre,viernes,2003
11030861,head-on,7.3,111,marzo,jueves,2004
9789651,ghost in the shell 2: innocence,7.3,230,marzo,sabado,2004
13200241,kal ho naa ho,7.3,110,noviembre,jueves,2003
522911,the cat returns,7.2,364,julio,viernes,2002
163536,in my country,7.1,7,mayo,martes,2004
0,unstoppable,4.9,28,enero,miercoles,2004
0,take my eyes,6.9,46,enero,miercoles,2003
0,the cathedral,7.4,16,enero,viernes,2002
0,blind shaft,7.6,12,febrero,miercoles,2003
7338987,the twilight samurai,7.5,95,noviembre,sabado,2002
0,the twins effect,5.5,35,marzo,sabado,2003
0,far side of the moon,7.4,9,septiembre,martes,2003
15530077,facing windows,7.0,54,febrero,jueves,2003
0,ginger snaps 2: unleashed,6.2,72,enero,viernes,2004
0,salem's lot,5.5,54,junio,domingo,2004
0,dark woods,5.9,28,febrero,viernes,2003
460978,foolproof,6.3,49,enero,viernes,2003
0,belly of the beast,4.8,38,diciembre,martes,2003
0,"easy riders, raging bulls",7.3,14,marzo,domingo,2003
0,when the last sword is drawn,7.5,30,enero,sabado,2003
0,comic book: the movie,6.0,2,enero,martes,2004
0,trauma,5.2,17,septiembre,viernes,2004
0,intimate strangers,5.8,17,febrero,jueves,2004
0,down to the bone,6.5,11,enero,miercoles,2004
0,a talking picture,7.4,7,agosto,domingo,2003
0,ju-on: the grudge,6.7,199,enero,viernes,2002
14980005,oldboy,8.0,2000,enero,miercoles,2003
0,red lights,5.3,9,marzo,miercoles,2004
0,ginger snaps back: the beginning,6.0,54,julio,sabado,2004
0,moon child,5.6,9,abril,sabado,2003
0,illusive tracks,5.5,10,diciembre,miercoles,2003
0,the black lapp,5.5,6,abril,viernes,2003
0,lost embrace,5.9,10,marzo,domingo,2004
0,one missed call,5.8,100,noviembre,lunes,2003
0,goldfish memory,6.2,6,marzo,jueves,2003
0,inuyasha the movie 2: the castle beyond the looking glass,6.6,15,diciembre,domingo,2002
21126224,the jacket,6.8,459,marzo,viernes,2005
6584159,millions,6.3,106,abril,viernes,2005
0,the saddest music in the world,7.9,18,septiembre,miercoles,2003
0,starship troopers 2: hero of the federation,3.8,176,abril,martes,2004
0,the man who copied,7.0,60,junio,viernes,2003
0,ju-on: the grudge 2,6.5,73,agosto,viernes,2003
0,sex lives of the potato men,5.1,10,febrero,viernes,2004
0,interstella 5555: the 5tory of the 5ecret 5tar 5ystem,7.4,79,mayo,domingo,2003
15,ong-bak: the thai warrior,7.0,556,enero,martes,2003
0,infernal affairs ii,7.2,108,enero,miercoles,2003
38535220,the sea inside,7.2,224,septiembre,viernes,2004
0,lucky 7,4.9,18,julio,domingo,2003
55041370,spanglish,5.8,375,diciembre,viernes,2004
0,festival express,6.7,7,septiembre,viernes,2003
0,the chorus,7.5,553,marzo,miercoles,2004
0,saints and soldiers,6.6,98,septiembre,jueves,2003
0,the weeping camel,7.8,42,junio,domingo,2003
162944930,the interpreter,6.2,400,abril,viernes,2005
54667950,open water,5.3,320,agosto,viernes,2004
0,romasanta,5.4,21,mayo,jueves,2004
0,running on karma,6.4,20,enero,miercoles,2003
0,touch of pink,5.7,12,julio,viernes,2004
0,infernal affairs iii,7.0,76,diciembre,viernes,2003
0,the memory of a killer,6.4,31,enero,miercoles,2003
0,slasher,6.6,5,marzo,lunes,2004
0,bobby jones: stroke of genius,5.5,19,abril,viernes,2004
11850214,layer cake,7.0,565,septiembre,jueves,2004
0,silver city,6.3,13,septiembre,viernes,2004
0,the return,7.4,102,junio,miercoles,2003
21009180,flight of the phoenix,5.7,282,diciembre,viernes,2004
603943,mean creek,6.9,110,enero,jueves,2004
161451540,the ring two,5.5,646,marzo,jueves,2005
0,a day without a mexican,5.0,16,agosto,viernes,2004
4069090,the visual bible: the gospel of john,8.2,12,septiembre,jueves,2003
0,machuca,7.5,37,febrero,martes,2004
4500000,the corporation,7.6,75,septiembre,miercoles,2003
0,vibrator,6.0,12,diciembre,sabado,2003
0,the yes men,7.0,28,septiembre,domingo,2003
0,ae fond kiss...,6.2,21,febrero,viernes,2004
1600000,bummer,6.0,18,agosto,sabado,2003
0,as it is in heaven,7.0,43,septiembre,viernes,2004
365134,she hate me,5.1,29,julio,viernes,2004
0,azumi,6.5,91,mayo,sabado,2003
0,in my father's den,7.5,26,junio,viernes,2004
0,the football factory,6.5,83,mayo,jueves,2004
15,tae guk gi: the brotherhood of war,7.4,134,febrero,jueves,2004
0,something the lord made,7.5,38,mayo,domingo,2004
0,metallica: some kind of monster,6.7,49,enero,miercoles,2004
0,going the distance,5.4,20,agosto,jueves,2004
0,redemption: the stan tookie williams story,5.7,17,marzo,miercoles,2004
0,schultze gets the blues,6.4,14,septiembre,martes,2003
3515061,born into brothels,6.7,61,diciembre,miercoles,2004
127067,dig!,7.2,20,mayo,viernes,2004
0,the girl from monday,3.3,3,enero,sabado,2005
3166000,riding giants,7.6,23,julio,viernes,2004
0,word wars,6.1,7,mayo,viernes,2004
0,cruel intentions 3,4.3,46,mayo,martes,2004
159429,when will i be loved,4.2,12,junio,domingo,2004
10000000,what the #$*! do we (k)now!?,5.8,34,abril,viernes,2004
0,the eye 2,5.5,27,marzo,jueves,2004
7659918,a scanner darkly,6.8,540,mayo,jueves,2006
1530216,casshern,5.7,74,abril,sabado,2004
5331377,windstruck,7.2,33,junio,jueves,2004
0,howard zinn: you can't be neutral on a moving train,6.8,7,junio,viernes,2004
0,outfoxed: rupert murdoch's war on journalism,6.9,21,julio,miercoles,2004
0,jerry seinfeld: i'm telling you for the last time,7.4,18,enero,jueves,1998
0,noel,5.7,53,noviembre,viernes,2004
0,in enemy hands,6.0,28,abril,viernes,2005
0,chimes at midnight,6.8,37,diciembre,miercoles,1965
216763650,million dollar baby,7.7,2519,diciembre,miercoles,2004
0,the narrow margin,7.3,32,mayo,sabado,1952
0,hell is for heroes,6.5,34,junio,martes,1962
0,vincent & theo,6.3,15,diciembre,domingo,1990
0,some came running,6.1,19,diciembre,jueves,1958
0,gozu,7.2,57,julio,viernes,2003
0,"goodbye, dragon inn",6.9,18,agosto,viernes,2003
38000000,hotel rwanda,7.5,805,septiembre,sabado,2004
0,the mahabharata,7.2,6,septiembre,jueves,1989
0,sitcom,6.4,27,mayo,miercoles,1998
0,travels with my aunt,6.3,8,diciembre,martes,1972
0,blood and black lace,7.3,53,marzo,viernes,1964
0,hellraiser: inferno,5.3,101,enero,martes,2000
474968770,charlie and the chocolate factory,6.7,3759,julio,miercoles,2005
0,auggie rose,6.5,4,mayo,domingo,2000
0,the wrong box,5.6,14,junio,domingo,1966
34808404,the life aquatic with steve zissou,7.1,781,diciembre,viernes,2004
0,beyond the sea,6.5,55,diciembre,viernes,2004
4678405,the woodsman,6.9,106,diciembre,viernes,2004
0,in good company,5.9,198,diciembre,miercoles,2004
516642940,meet the fockers,6.1,1412,diciembre,miercoles,2004
3537961,the assassination of richard nixon,6.4,83,mayo,lunes,2004
1841260,a love song for bobby long,6.8,97,septiembre,jueves,2004
0,the merchant of venice,6.7,147,septiembre,viernes,2004
0,rebels of the neon god,7.3,17,febrero,lunes,1993
0,captain kidd,5.9,6,noviembre,jueves,1945
0,hold that ghost,7.1,17,agosto,viernes,1941
0,kamikaze girls,7.1,52,mayo,sabado,2004
0,fat albert,4.3,69,diciembre,domingo,2004
0,the keys to the house,6.6,21,septiembre,viernes,2004
0,in the realms of the unreal,7.5,14,enero,jueves,2004
91196420,white noise,5.6,267,enero,viernes,2005
0,underclassman,5.5,29,septiembre,viernes,2005
0,the upside of anger,6.4,74,enero,domingo,2005
0,arrowhead,5.7,9,agosto,lunes,1953
0,the grateful dead,7.8,8,junio,jueves,1977
0,last train from gun hill,6.9,34,julio,miercoles,1959
0,the naked jungle,6.4,23,marzo,miercoles,1954
0,a handful of dust,5.9,6,junio,viernes,1988
0,the pickle,4.8,4,abril,viernes,1993
0,wetherby,5.1,9,junio,miercoles,1985
6321392,little miss marker,6.0,10,marzo,viernes,1980
0,sweet liberty,5.7,9,mayo,miercoles,1986
0,i remember mama,6.8,15,marzo,miercoles,1948
0,the last horror movie,5.3,11,junio,viernes,2004
2044892,testament,6.3,29,noviembre,viernes,1983
0,smooth talk,5.6,15,noviembre,domingo,1985
8000000,hell's angels,6.1,19,noviembre,sabado,1930
0,a show of force,3.7,3,mayo,viernes,1990
0,son of godzilla,5.2,19,diciembre,sabado,1967
4,man trouble,4.7,11,julio,viernes,1992
0,"the yakuza papers, vol. 1: battles without honor and humanity",7.2,27,enero,sabado,1973
0,fuhrer ex,6.2,9,agosto,sabado,2002
31651,stander,6.1,27,enero,miercoles,2003
0,hester street,5.6,7,enero,domingo,1975
0,the bigamist,6.9,11,diciembre,jueves,1953
