presupuesto,id_pelicula,original_language,popularidad,fecha_de_estreno,ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,return_ROI,year_estreno
0,41050,Italiano,4,1961-01-23,0,la notte,7.7,72,enero,lunes,0.0,1961
15000000,1632,english,14,1988-12-08,34604000,mississippi burning,7.4,336,diciembre,jueves,2.3069,1988
2000000,966,english,11,1960-10-22,4905000,the magnificent seven,7.4,472,enero,sabado,2.4525,1960
0,12639,english,3,1966-10-19,0,return of the seven,5.3,35,enero,miercoles,0.0,1966
0,301,english,11,1959-03-17,5800000,rio bravo,7.6,265,marzo,martes,0.0,1959
900000,31527,english,6,1934-05-09,0,the scarlet empress,6.7,23,mayo,miercoles,0.0,1934
0,4988,english,3,1977-11-18,0,semi-tough,5.6,11,noviembre,viernes,0.0,1977
0,12623,english,11,1987-10-23,18782400,suspect,6.4,45,enero,viernes,0.0,1987
14000000,11896,english,7,1987-12-11,57915972,throw momma from the train,6.0,147,diciembre,viernes,4.1369,1987
0,25538,chino,9,2000-09-20,0,yi yi,7.7,98,septiembre,miercoles,0.0,2000
0,17971,english,8,1980-02-08,0,midnight madness,5.4,14,febrero,viernes,0.0,1980
0,6498,Da,4,1994-02-25,0,nightwatch,7.1,51,febrero,viernes,0.0,1994
12000000,5923,english,11,1966-12-20,20000000,the sand pebbles,7.2,59,diciembre,martes,1.6667,1966
0,15497,english,3,1949-12-21,3225000,twelve o'clock high,7.0,31,diciembre,miercoles,0.0,1949
5760000,21876,english,10,1965-06-23,0,von ryan's express,6.7,57,junio,miercoles,0.0,1965
22000000,11090,english,8,2001-06-01,84772744,the animal,4.6,310,junio,viernes,3.8533,2001
45000000,14034,english,7,2001-05-31,0,what's the worst that could happen?,5.1,67,mayo,jueves,0.0,2001
0,21056,english,2,2000-04-18,512451,big eden,6.1,13,abril,martes,0.0,2000
80000000,9397,english,5,2001-06-08,98376290,evolution,5.7,650,junio,viernes,1.2297,2001
102000000,9705,english,10,2001-06-07,147080420,swordfish,6.1,946,junio,jueves,1.442,2001
0,26475,english,3,2001-05-15,0,the anniversary party,6.4,27,mayo,martes,0.0,2001
0,29937,Cs,1,2000-03-16,0,divided we fall,7.6,11,marzo,jueves,0.0,2000
0,49922,english,1,2000-03-10,0,whatever happened to harold smith?,6.6,8,marzo,viernes,0.0,2000
18000000,10364,english,5,1970-06-24,24911670,catch-22,6.7,73,junio,miercoles,1.384,1970
650000,32458,english,9,1995-10-28,0,forgotten silver,6.9,31,enero,sabado,0.0,1995
24000000,1089,english,11,1991-07-12,83531960,point break,6.9,861,julio,viernes,3.4805,1991
0,38043,english,1,1989-07-21,0,shag,5.9,14,julio,viernes,0.0,1989
0,9967,english,10,1983-12-16,27900000,uncommon valor,6.2,54,diciembre,viernes,0.0,1983
23000000,17494,english,6,1992-06-26,57138720,unlawful entry,5.8,63,junio,viernes,2.4843,1992
0,17465,english,4,1986-01-31,0,youngblood,5.8,50,enero,viernes,0.0,1986
0,759,english,7,1953-07-14,0,gentlemen prefer blondes,7.1,169,julio,martes,0.0,1953
0,10297,english,6,1953-10-29,0,how to marry a millionaire,6.9,117,enero,jueves,0.0,1953
90000,29393,english,1,1958-10-01,5000000,macabre,6.1,7,enero,miercoles,55.5556,1958
1800000,10653,english,7,1955-06-01,0,the seven year itch,7.0,184,junio,miercoles,0.0,1955
0,21468,english,4,1954-12-16,0,there's no business like show business,6.7,28,diciembre,jueves,0.0,1954
21000000,9576,english,8,1982-12-16,177200000,tootsie,6.9,429,diciembre,jueves,8.4381,1982
0,22323,english,1,1985-10-01,0,the boys next door,5.9,14,enero,martes,0.0,1985
6250000,31935,english,8,1970-05-20,0,too late the hero,6.4,20,mayo,miercoles,0.0,1970
0,52616,english,1,2001-03-16,0,pavilion of women,5.3,6,marzo,viernes,0.0,2001
120000000,10865,english,11,2001-06-02,186053730,atlantis: the lost empire,6.7,1257,junio,sabado,1.5504,2001
115000000,1995,english,16,2001-06-11,274703330,lara croft: tomb raider,5.7,2235,junio,lunes,2.3887,2001
70000000,10808,english,8,2001-06-22,176104350,dr. dolittle 2,4.9,422,junio,viernes,2.5158,2001
38000000,9799,english,1,2001-06-22,207283920,the fast and the furious,6.6,3485,junio,viernes,5.4548,2001
100000000,644,english,13,2001-06-29,235926560,a.i. artificial intelligence,6.8,2011,junio,viernes,2.3593,2001
16000000,16161,english,10,2001-06-27,29381648,baby boy,7.3,57,junio,miercoles,1.8364,2001
13000000,10691,english,6,2001-06-29,16929124,crazy/beautiful,6.6,98,junio,viernes,1.3022,2001
0,10615,english,3,2001-06-29,0,pootie tang,5.4,43,junio,viernes,0.0,2001
0,21488,Francespanish,1,2000-04-19,0,funny felix,5.1,7,abril,miercoles,0.0,2000
5000000,11826,english,6,2000-09-13,0,sexy beast,7.0,219,septiembre,miercoles,0.0,2000
0,24470,english,1,2000-01-01,0,"south of heaven, west of hell",5.0,2,enero,sabado,0.0,2000
0,9301,De,2,2000-10-12,0,the princess and the warrior,7.1,33,enero,jueves,0.0,2000
0,11444,Francespanish,6,2001-01-17,0,the closet,6.2,111,enero,miercoles,0.0,2001
0,15564,english,1,1999-03-01,5471376,wolves,6.5,1,marzo,lunes,0.0,1999
2365000,60670,Francespanish,7,2000-09-26,0,the crimson rivers,6.8,366,septiembre,martes,0.0,2000
0,40880,english,1,2001-06-29,0,pandaemonium,4.5,2,junio,viernes,0.0,2001
60000000,10992,english,8,2001-07-04,93375150,cats & dogs,5.0,363,julio,miercoles,1.5563,2001
25000000,2140,english,8,2001-07-06,64437850,kiss of the dragon,6.4,304,julio,viernes,2.5775,2001
45000000,4248,english,11,2001-07-04,141220670,scary movie 2,5.4,1019,julio,miercoles,3.1382,2001
0,17612,english,6,2001-01-21,0,lost and delirious,6.8,132,enero,domingo,0.0,2001
0,3134,Francespanish,13,2000-06-28,940944,baise-moi,4.2,75,junio,miercoles,0.0,2000
0,34899,Vi,1,2000-05-24,0,the vertical ray of the sun,6.7,17,mayo,miercoles,0.0,2000
0,8217,english,7,1990-12-25,0,alice,6.3,57,diciembre,martes,0.0,1990
0,22478,english,3,1988-10-13,0,another woman,6.8,51,enero,jueves,0.0,1988
0,26483,english,4,1965-04-14,0,beach blanket bingo,7.0,12,abril,miercoles,0.0,1965
0,24382,Italiano,6,1958-06-06,0,big deal on madonna street,8.1,107,junio,viernes,0.0,1958
18000000,11286,english,7,1981-06-19,72179576,the cannonball run,6.2,161,junio,viernes,4.01,1981
0,11950,english,5,1984-06-29,28078072,cannonball run ii,5.4,86,junio,viernes,0.0,1984
0,12236,english,3,1989-04-21,3077361,speed zone,4.1,20,abril,viernes,0.0,1989
0,36245,Francespanish,3,1964-01-01,0,diary of a chambermaid,7.2,33,enero,miercoles,0.0,1964
0,43342,english,1,1953-09-30,0,donovan's brain,5.7,10,septiembre,miercoles,0.0,1953
2686000,15875,english,2,1963-06-12,6600000,donovan's reef,6.0,31,junio,miercoles,2.4572,1963
0,26573,english,10,1965-11-06,0,dr. goldfoot and the bikini machine,6.1,20,noviembre,sabado,0.0,1965
270000,23439,english,3,1960-06-21,1450000,house of usher,6.5,71,junio,martes,5.3704,1960
0,10728,De,4,1926-10-13,0,faust,7.8,66,enero,miercoles,0.0,1926
0,5991,De,4,1924-12-23,0,the last laugh,7.7,63,diciembre,martes,0.0,1924
3200000,11697,english,7,1962-04-22,8000000,the man who shot liberty valance,7.4,272,abril,domingo,2.5,1962
4500000,6106,english,5,1986-04-23,0,salvador,7.0,73,abril,miercoles,0.0,1986
0,22477,english,3,1987-01-01,0,september,6.3,40,enero,jueves,0.0,1987
14000000,19200,english,9,1991-12-05,2735731,shadows and fog,7.0,80,diciembre,jueves,0.1954,1991
0,11300,english,5,1986-11-07,8362969,something wild,6.5,68,noviembre,viernes,0.0,1986
0,16211,english,5,1965-12-26,0,the sons of katie elder,7.0,60,diciembre,domingo,0.0,1965
0,28650,english,2,1972-07-19,0,the thing with two heads,3.9,17,julio,miercoles,0.0,1972
0,42780,english,1,1965-10-20,0,village of the giants,3.3,9,enero,miercoles,0.0,1965
0,32569,english,4,1963-09-18,0,x: the man with the x-ray eyes,6.4,46,septiembre,miercoles,0.0,1963
0,20075,english,11,1981-07-24,0,nice dreams,6.6,38,julio,viernes,0.0,1981
0,28430,english,3,1961-11-01,0,the day the earth caught fire,7.3,28,noviembre,miercoles,0.0,1961
0,28794,Italiano,5,1981-08-14,0,the house by the cemetery,5.8,71,agosto,viernes,0.0,1981
0,20197,english,9,1982-08-04,21134374,things are tough all over,6.1,25,agosto,miercoles,0.0,1982
0,43316,english,4,1955-12-25,3100000,all that heaven allows,7.4,66,diciembre,domingo,0.0,1955
0,34689,english,7,1954-01-01,0,the barefoot contessa,6.7,36,enero,viernes,0.0,1954
0,25690,english,1,1997-06-11,0,the blackout,5.2,13,junio,miercoles,0.0,1997
0,10238,aleman,10,1972-12-21,0,cries and whispers,7.8,118,diciembre,jueves,0.0,1972
0,18929,english,3,1960-07-25,0,the entertainer,5.5,12,julio,lunes,0.0,1960
0,4789,Italiano,2,1970-12-04,0,the garden of the finzi-continis,6.6,32,diciembre,viernes,0.0,1970
0,32595,english,5,1987-01-01,0,howling iii: the marsupials,4.1,30,enero,jueves,0.0,1987
0,18030,english,7,1955-05-18,0,kiss me deadly,7.1,81,mayo,miercoles,0.0,1955
0,18988,english,7,1968-01-01,0,the lion in winter,7.6,89,enero,lunes,0.0,1968
4000000,11536,english,5,1961-01-01,8200000,the misfits,6.8,76,enero,domingo,2.05,1961
4500000,10339,english,4,1956-06-27,10400000,moby dick,6.9,90,junio,miercoles,2.3111,1956
0,39875,english,3,1991-02-01,0,popcorn,5.7,28,febrero,viernes,0.0,1991
0,976,english,5,1957-06-27,0,sweet smell of success,7.5,108,junio,jueves,0.0,1957
0,69605,english,2,1956-12-01,0,written on the wind,6.9,42,diciembre,sabado,0.0,1956
0,65632,Italiano,1,1965-12-01,0,the 10th victim,6.0,20,diciembre,miercoles,0.0,1965
0,29471,De,2,1985-03-29,0,colonel redl,6.2,15,marzo,viernes,0.0,1985
0,4780,english,3,1976-08-01,0,obsession,6.5,50,agosto,domingo,0.0,1976
0,11906,Italiano,10,1977-02-01,0,suspiria,7.5,396,febrero,martes,0.0,1977
100000,11713,chino,10,1972-03-22,0,fist of fury,7.4,164,marzo,miercoles,0.0,1972
0,9589,De,6,1981-04-01,0,christiane f.,7.3,268,abril,miercoles,0.0,1981
100000,12481,chino,10,1971-10-02,0,the big boss,7.3,148,enero,sabado,0.0,1971
0,13333,chino,10,1978-03-22,0,game of death,6.3,121,marzo,miercoles,0.0,1978
10000000,13938,english,7,1985-03-22,25754284,the last dragon,6.4,71,marzo,viernes,2.5754,1985
16000000,10540,english,7,1981-05-22,17374596,outland,6.2,153,mayo,viernes,1.0859,1981
130000,9462,chino,11,1972-06-01,85000000,the way of the dragon,7.4,235,junio,jueves,653.8462,1972
137000000,2114,english,10,2001-07-02,85131830,final fantasy: the spirits within,5.9,441,julio,lunes,0.6214,2001
18000000,8835,english,13,2001-07-13,141774670,legally blonde,6.2,908,julio,viernes,7.8764,2001
68000000,11371,english,15,2001-07-13,71069890,the score,6.7,436,julio,viernes,1.0451,2001
0,9517,english,5,2001-06-15,480811,bully,6.7,125,junio,viernes,0.0,2001
0,25985,english,1,2001-11-09,0,jump tomorrow,6.9,7,noviembre,viernes,0.0,2001
5000000,15745,english,4,2001-07-13,5476060,made,6.3,55,julio,viernes,1.0952,2001
0,24977,english,2,2000-05-05,21268532,michael jordan to the max,7.5,10,mayo,viernes,0.0,2000
0,36107,Xx,2,1998-01-01,0,more,7.9,45,enero,jueves,0.0,1998
0,58904,english,1,2001-02-23,13651656,haunted castle,5.0,2,febrero,viernes,0.0,2001
0,13794,english,2,1994-03-31,0,africa: the serengeti,5.9,9,marzo,jueves,0.0,1994
0,13795,english,1,1998-09-03,0,alaska: spirit of the wild,5.3,3,septiembre,jueves,0.0,1998
0,31052,english,5,1988-12-23,0,the accidental tourist,5.9,55,diciembre,viernes,0.0,1988
0,10868,english,13,1988-10-14,0,the accused,6.8,130,enero,viernes,0.0,1988
7500000,9395,english,5,1988-04-08,18869632,above the law,5.9,140,abril,viernes,2.516,1988
46630000,14506,english,8,1988-12-07,8083123,the adventures of baron munchausen,6.9,185,diciembre,miercoles,0.1733,1988
4000000,5333,english,4,1988-09-30,670774,apartment zero,6.9,12,septiembre,viernes,0.1677,1988
0,4281,english,10,1988-04-15,960040,appointment with death,6.2,15,abril,viernes,0.0,1988
0,2,Fi,4,1988-10-21,0,ariel,7.1,44,enero,viernes,0.0,1988
0,26044,english,4,1988-07-08,14681192,arthur 2: on the rocks,4.5,43,julio,viernes,0.0,1988
4000000,59797,english,5,1988-04-08,9797098,bad dreams,5.3,31,abril,viernes,2.4493,1988
0,14911,english,9,1988-07-21,3184348,bat*21,5.9,42,julio,jueves,0.0,1988
0,15592,english,16,1988-12-21,57041864,beaches,6.5,65,diciembre,miercoles,0.0,1988
0,15267,english,7,1988-09-14,0,the beast of war,6.7,53,septiembre,miercoles,0.0,1988
0,12710,english,4,1988-06-10,0,big business,5.8,62,junio,viernes,0.0,1988
0,30502,english,15,1988-07-22,15122000,big top pee-wee,5.1,30,julio,viernes,0.0,1988
20000000,19382,english,5,1988-03-25,51684800,biloxi blues,6.4,72,marzo,viernes,2.5842,1988
0,24679,english,5,1988-07-01,0,bird,6.6,49,julio,viernes,0.0,1988
19000000,9599,english,11,1988-08-05,8247943,the blob,6.3,187,agosto,viernes,0.4341,1988
8000000,94440,english,1,1988-12-23,784990,the boost,5.3,12,diciembre,viernes,0.0981,1988
0,17170,english,3,1988-04-01,0,"bright lights, big city",4.7,29,abril,viernes,0.0,1988
0,18509,english,6,1988-07-22,0,caddyshack ii,3.9,59,julio,viernes,0.0,1988
0,34604,english,1,1988-04-22,12277096,casual sex?,4.3,18,abril,viernes,0.0,1988
0,14441,english,3,1988-08-10,8674093,clean and sober,6.3,16,agosto,miercoles,0.0,1988
20000000,7520,english,9,1988-07-29,171504780,cocktail,5.7,330,julio,viernes,8.5752,1988
6000000,10126,english,6,1988-04-15,46616068,colors,6.6,100,abril,viernes,7.7693,1988
39000000,9602,english,8,1988-06-28,288752300,coming to america,6.5,944,junio,martes,7.4039,1988
0,23752,english,1,1988-01-15,0,the couch trip,5.3,28,enero,viernes,0.0,1988
0,41952,english,2,1988-01-01,0,criminal law,5.5,20,enero,viernes,0.0,1988
2000000,3980,english,10,1986-04-11,13167232,critters,5.9,221,abril,viernes,6.5836,1986
4500000,10127,english,10,1988-04-29,3813293,critters 2,5.0,91,abril,viernes,0.8474,1988
0,12702,english,5,1991-12-11,0,critters 3,4.5,70,diciembre,miercoles,0.0,1991
0,27397,english,2,1988-09-16,16262415,crossing delancey,5.8,11,septiembre,viernes,0.0,1988
0,9748,english,3,1988-03-18,12706478,d.o.a.,5.9,37,marzo,viernes,0.0,1988
5000000,40095,english,3,1988-05-06,0,dead heat,5.8,41,mayo,viernes,0.0,1988
20000000,10651,english,7,1988-07-12,0,the dead pool,6.3,227,julio,martes,0.0,1988
0,10141,english,7,1988-12-14,42039084,dirty rotten scoundrels,7.0,223,diciembre,miercoles,0.0,1988
0,27362,english,2,1988-09-10,0,drowning by numbers,7.0,32,septiembre,sabado,0.0,1988
0,5680,english,6,1988-09-30,5596267,"elvira, mistress of the dark",6.1,88,septiembre,viernes,0.0,1988
6000000,26386,english,4,1988-11-11,28202108,ernest saves christmas,4.9,47,noviembre,viernes,4.7004,1988
0,34053,english,4,1988-11-04,0,everybody's all-american,4.6,10,noviembre,viernes,0.0,1988
0,25884,english,3,1988-10-28,3527636,feds,5.7,10,enero,viernes,0.0,1988
0,26355,english,5,1988-01-15,17514552,for keeps,6.1,24,enero,viernes,0.0,1988
20000000,10675,english,8,1988-02-16,17637950,frantic,6.6,232,febrero,martes,0.8819,1988
0,38982,english,5,1988-11-18,0,fresh horses,4.6,8,noviembre,viernes,0.0,1988
22000000,10130,english,12,1988-09-23,0,gorillas in the mist,6.7,136,septiembre,viernes,0.0,1988
24000000,2617,english,12,1988-06-17,43455230,the great outdoors,6.4,155,junio,viernes,1.8106,1988
0,38615,english,1,1988-09-30,0,heartbreak hotel,5.7,5,septiembre,viernes,0.0,1988
0,21362,english,5,1988-11-18,7399763,high spirits,5.6,57,noviembre,viernes,0.0,1988
9000000,30690,english,2,1988-08-26,6436211,hot to trot,5.1,17,agosto,viernes,0.7151,1988
0,75889,english,2,1988-03-04,0,the house on carroll street,5.4,8,marzo,viernes,0.0,1988
0,38500,english,2,1988-11-01,0,howling iv: the original nightmare,3.3,21,noviembre,martes,0.0,1988
0,26723,english,2,1988-10-07,0,imagine: john lennon,7.3,25,enero,viernes,0.0,1988
0,20443,english,3,1988-03-22,0,johnny be good,4.3,25,marzo,martes,0.0,1988
0,49365,english,1,1988-04-22,0,lady in white,6.3,25,abril,viernes,0.0,1988
2500000,11347,english,10,1988-09-14,1189315,the lair of the white worm,5.8,59,septiembre,miercoles,0.4757,1988
12300000,12144,english,14,1988-11-18,84460850,the land before time,7.0,660,noviembre,viernes,6.8667,1988
8000000,13704,english,10,1988-07-06,22433276,license to drive,6.1,100,julio,miercoles,2.8042,1988
0,12505,english,2,1988-03-17,0,little nikita,5.9,31,marzo,jueves,0.0,1988
0,41963,english,7,1988-03-11,0,masquerade,5.2,14,marzo,viernes,0.0,1988
0,13482,english,6,1988-03-18,0,the milagro beanfield war,6.7,24,marzo,viernes,0.0,1988
20000000,34014,english,2,1988-09-09,0,moon over parador,6.0,17,septiembre,viernes,0.0,1988
0,29739,english,2,1988-03-04,0,moving,5.6,29,marzo,viernes,0.0,1988
20000000,12120,english,6,1988-12-09,13854000,my stepmother is an alien,5.3,132,diciembre,viernes,0.6927,1988
0,47818,english,1,1988-07-21,6264058,a night in the life of jimmy reardon,4.9,16,julio,jueves,0.0,1988
12000000,38617,english,12,1988-03-11,7242035,off limits,5.6,16,marzo,viernes,0.6035,1988
0,3543,De,5,1987-11-12,3587303,bagdad cafe,7.0,76,noviembre,jueves,0.0,1987
8000000,51321,english,1,1988-04-22,1893139,permanent record,5.7,9,abril,viernes,0.2366,1988
29000000,9604,english,14,1988-06-17,34994650,red heat,5.8,360,junio,viernes,1.2067,1988
6200000,24929,english,7,1988-01-15,9205924,return of the living dead part ii,5.8,95,enero,viernes,1.4848,1988
4000000,10925,english,6,1985-05-15,14237000,the return of the living dead,7.3,270,mayo,miercoles,3.5592,1985
0,13965,english,1,1988-03-24,0,return to snowy river,6.0,10,marzo,jueves,0.0,1988
3500000,24266,english,3,1982-03-02,20659424,the man from snowy river,6.9,38,marzo,martes,5.9027,1982
0,58434,english,1,1988-09-02,187349,rocket gibraltar,6.2,7,septiembre,viernes,0.0,1988
0,18197,english,4,1988-09-07,2835116,running on empty,7.4,59,septiembre,miercoles,0.0,1988
0,70842,english,1,1988-05-06,331000,salome's last dance,5.7,10,mayo,viernes,0.0,1988
0,38909,english,2,1988-07-09,8892589,salsa,4.8,8,julio,sabado,0.0,1988
0,17126,english,2,1988-02-12,8,satisfaction,4.5,17,febrero,viernes,0.0,1988
7000000,11503,english,8,1988-02-05,19595032,the serpent and the rainbow,6.2,120,febrero,viernes,2.7993,1988
0,38558,english,2,1988-05-06,0,shakedown,6.2,17,mayo,viernes,0.0,1988
0,9717,english,3,1988-02-12,29300000,shoot to kill,6.7,45,febrero,viernes,0.0,1988
0,11966,english,7,1988-07-06,21630088,short circuit 2,5.5,168,julio,miercoles,0.0,1988
0,2605,english,12,1986-05-09,40697760,short circuit,6.4,535,mayo,viernes,0.0,1986
0,25497,english,6,1988-05-01,1791328,stormy monday,5.9,12,mayo,domingo,0.0,1988
16000000,38560,english,2,1988-04-29,4594452,sunset,5.6,15,abril,viernes,0.2872,1988
0,50203,english,1,1988-09-23,3790493,sweet hearts dance,5.5,1,septiembre,viernes,0.0,1988
0,26798,english,2,1988-03-05,0,switching channels,5.7,19,marzo,sabado,0.0,1988
0,91445,english,1,1988-01-22,0,the telephone,5.8,5,enero,viernes,0.0,1988
0,41428,japonespanish,5,1989-07-01,0,tetsuo: the iron man,6.7,110,julio,sabado,0.0,1989
4000000,8337,english,11,1988-11-23,13008928,they live,7.1,562,noviembre,miercoles,3.2522,1988
0,8463,english,1,1988-01-01,4865997,torch song trilogy,7.0,25,enero,viernes,0.0,1988
5000000,41974,english,1,1988-05-15,0,track 29,6.2,6,mayo,domingo,0.0,1988
0,28176,english,5,1988-08-12,0,tucker: the man and his dream,6.5,71,agosto,viernes,0.0,1988
15000000,9493,english,6,1988-12-09,216614380,twins,5.7,566,diciembre,viernes,14.441,1988
0,26603,english,9,1988-02-25,0,vice versa,5.6,48,febrero,jueves,0.0,1988
0,33172,english,3,1988-12-02,0,watchers,5.1,25,diciembre,viernes,0.0,1988
0,29095,english,9,1988-06-17,808114,waxwork,5.7,71,junio,viernes,0.0,1988
0,12582,english,4,1988-10-21,0,without a clue,6.3,59,enero,viernes,0.0,1988
0,10001,english,3,1988-12-15,0,young einstein,4.5,46,diciembre,jueves,0.0,1988
31000000,11352,english,5,1989-12-22,74134790,always,6.0,136,diciembre,viernes,2.3914,1989
1000000,12500,english,7,1985-08-30,10499694,american ninja,5.5,71,agosto,viernes,10.4997,1985
0,25678,english,4,1987-05-01,0,american ninja 2: the confrontation,4.9,49,mayo,viernes,0.0,1987
0,25682,Francespanish,3,1989-02-24,0,american ninja 3: blood hunt,4.1,33,febrero,viernes,0.0,1989
0,32049,english,13,1993-01-01,6500000,best of the best 2,6.1,30,enero,viernes,0.0,1993
5000000,45225,english,7,1989-09-15,117463,the big picture,5.9,24,septiembre,viernes,0.0235,1989
10000000,1648,english,15,1989-02-17,40485040,bill & ted's excellent adventure,6.7,464,febrero,viernes,4.0485,1989
30000000,4105,english,7,1989-09-22,45892212,black rain,6.2,250,septiembre,viernes,1.5297,1989
0,22711,english,3,1989-12-15,19131000,blaze,5.9,14,diciembre,viernes,0.0,1989
0,19124,english,7,1989-08-17,2692037,blind fury,6.2,88,agosto,jueves,0.0,1989
0,53150,english,5,1989-05-05,0,c.h.u.d. ii: bud the chud,3.5,25,mayo,viernes,0.0,1989
22500000,10142,english,7,1989-08-18,18671316,casualties of war,6.8,203,agosto,viernes,0.8298,1989
0,3064,english,5,1989-03-10,0,chances are,6.5,66,marzo,viernes,0.0,1989
500000,10134,english,8,1989-04-07,10166459,cyborg,4.9,154,abril,viernes,20.3329,1989
19000000,21291,english,3,1989-10-27,19738016,dad,5.6,20,enero,viernes,1.0388,1989
0,4925,english,2,1989-03-24,8125592,dead bang,5.4,16,marzo,viernes,0.0,1989
0,30352,english,1,1989-04-14,0,disorganized crime,4.7,10,abril,viernes,0.0,1989
0,15142,english,14,1989-03-03,0,dream a little dream,5.8,26,marzo,viernes,0.0,1989
0,14550,english,4,1989-04-07,28890240,the dream team,6.0,60,abril,viernes,0.0,1989
0,32075,english,3,1989-01-01,0,a dry white season,6.5,23,enero,domingo,0.0,1989
10000000,2210,english,12,1988-09-08,3916303,earth girls are easy,5.5,110,septiembre,jueves,0.3916,1988
0,25005,english,2,1989-01-01,0,eddie and the cruisers ii: eddie lives!,6.4,14,enero,domingo,0.0,1989
0,21721,english,4,1983-09-23,4786789,eddie and the cruisers,6.6,32,septiembre,viernes,0.0,1983
0,116014,english,4,1989-12-13,7754571,enemies: a love story,5.7,11,diciembre,miercoles,0.0,1989
0,11828,english,3,1989-09-22,0,erik the viking,6.0,72,septiembre,viernes,0.0,1989
0,55699,english,1,1989-01-13,0,the experts,4.3,11,enero,viernes,0.0,1989
0,10551,english,5,1989-12-15,12195695,family business,5.4,45,diciembre,viernes,0.0,1989
16000000,20713,english,2,1989-03-03,2420917,farewell to the king,5.9,23,marzo,viernes,0.1513,1989
0,27461,english,8,1989-10-20,0,fat man and little boy,6.5,28,enero,viernes,0.0,1989
0,1380,english,2,1989-01-13,2777280,gleaming the cube,5.4,31,enero,viernes,0.0,1989
0,19157,english,7,1989-05-11,0,going overboard,2.5,44,mayo,jueves,0.0,1989
0,11465,english,4,1989-06-30,0,great balls of fire!,6.0,79,junio,viernes,0.0,1989
0,17190,english,5,1989-10-20,0,gross anatomy,5.9,23,enero,viernes,0.0,1989
0,55059,english,5,1989-05-04,0,happy together,5.2,13,mayo,jueves,0.0,1989
30000000,9085,english,9,1989-11-17,60864870,harlem nights,5.7,85,noviembre,viernes,2.0288,1989
0,17819,english,3,1989-02-03,0,her alibi,5.0,37,febrero,viernes,0.0,1989
0,46786,english,1,1989-08-17,0,homer and eddie,5.6,11,agosto,jueves,0.0,1989
0,14776,english,4,1989-05-05,0,how to get ahead in advertising,6.4,29,mayo,viernes,0.0,1989
0,59585,english,1,1989-10-27,0,immediate family,5.8,5,enero,viernes,0.0,1989
18,32855,english,6,1989-09-15,0,in country,5.3,13,septiembre,viernes,0.0,1989
0,29185,english,7,1989-10-06,20047604,an innocent man,6.4,28,enero,viernes,0.0,1989
0,39787,english,8,1989-03-10,0,jacknife,6.1,28,marzo,viernes,0.0,1989
0,32059,english,3,1989-01-13,0,the january man,5.1,41,enero,viernes,0.0,1989
20000000,505,english,9,1989-09-12,7237794,johnny handsome,6.1,49,septiembre,martes,0.3619,1989
0,4486,Francespanish,2,1989-05-17,0,jesus of montreal,6.8,21,mayo,miercoles,0.0,1989
17000000,10345,english,6,1989-04-28,78247650,k-9,5.5,209,abril,viernes,4.6028,1989
1500000,10222,english,7,1989-04-20,14697005,kickboxer,6.3,257,abril,jueves,9.798,1989
0,12774,english,3,1989-10-11,0,last exit to brooklyn,6.1,28,enero,miercoles,0.0,1989
0,14621,english,3,1989-03-03,0,lean on me,6.7,76,marzo,viernes,0.0,1989
0,19118,english,7,1989-08-18,0,let it ride,7.1,28,agosto,viernes,0.0,1989
25000000,14372,english,11,1989-03-17,15704614,leviathan,6.0,125,marzo,viernes,0.6282,1989
7000000,15138,english,6,1989-08-25,793775,little monsters,5.6,53,agosto,viernes,0.1134,1989
24000000,9972,english,5,1989-08-04,22099848,lock up,6.2,208,agosto,viernes,0.9208,1989
7500000,9494,english,6,1989-10-12,296000000,look who's talking,5.8,546,enero,jueves,39.4667,1989
0,17362,english,5,1989-04-28,3960327,loverboy,5.5,31,abril,viernes,0.0,1989
11000000,9942,english,5,1989-02-16,49797148,major league,6.7,222,febrero,jueves,4.527,1989
750000,8216,english,3,1989-08-12,0,meet the feebles,6.4,68,agosto,sabado,0.0,1989
0,4296,english,3,1989-08-25,0,millennium,5.0,45,agosto,viernes,0.0,1989
3000000,24739,english,10,1989-05-19,1145404,miracle mile,7.2,50,mayo,viernes,0.3818,1989
0,39197,english,6,1989-04-28,0,miss firecracker,5.0,8,abril,viernes,0.0,1989
15000000,9686,english,10,1989-03-10,0,new york stories,6.2,65,marzo,viernes,0.0,1989
12000000,27418,english,4,1989-10-20,15942628,next of kin,5.0,53,enero,viernes,1.3286,1989
8000000,39002,english,1,1989-06-02,16093651,no holds barred,5.6,20,junio,viernes,2.0117,1989
0,43345,english,2,1989-10-06,0,old gringo,5.7,7,enero,viernes,0.0,1989
0,31606,english,4,1989-08-25,0,the package,5.6,45,agosto,viernes,0.0,1989
0,27607,english,3,1989-01-27,0,parents,6.1,40,enero,viernes,0.0,1989
0,20006,english,6,1989-05-26,0,pink cadillac,5.3,49,mayo,viernes,0.0,1989
9000000,8867,english,13,1989-10-05,0,the punisher,5.5,109,enero,jueves,0.0,1989
16000000,12663,english,3,1988-12-24,4192440,red scorpion,4.9,50,diciembre,sabado,0.262,1988
93000000,331,english,1,2001-07-18,368780800,jurassic park iii,5.7,2109,julio,miercoles,3.9654,2001
0,11467,english,6,2001-07-17,0,america's sweethearts,5.5,260,julio,martes,0.0,2001
